,0,1,2
0,3.5454699194852854,2.7836371027534255,0.0
1,-0.04996542840220025,1.4011389278415889,1.0
2,-0.3458082599917728,4.097527564981868,1.0
3,-0.2243548471274445,3.9645982092333742,1.0
4,-1.5118671864682969,5.353938279386739,1.0
5,3.0002057613030884,2.504289784303235,0.0
6,1.987748590532918,1.1135812924573023,0.0
7,-0.40344363556546187,3.963841836877327,1.0
8,-0.9837143565435374,4.085723017701331,1.0
9,0.45936124282265456,1.7614165656150986,0.0
10,3.9966285218553947,2.2237005906610485,0.0
11,2.105929661389355,1.8475460781255297,0.0
12,0.12817634994911564,4.350596918079754,1.0
13,-1.5080464236544113,2.0329490902889313,1.0
14,1.9460710456028725,2.34081903180551,0.0
15,-0.08281907741472666,4.241346388857459,1.0
16,2.3383002357307547,2.372543757554741,0.0
17,-0.25694880117287455,3.7308188990002282,1.0
18,2.344655763323514,1.800660591200234,0.0
19,2.330118622276703,1.7161647729445462,0.0
20,0.031999434425345696,5.680204932399573,1.0
21,0.3720340052557105,4.3745227941482305,1.0
22,-0.5364047518337002,2.1789054681023137,1.0
23,1.9483120462712993,0.4578521862067346,0.0
24,-0.6501569160413672,6.296394021422344,1.0
25,-1.2513148809492503,4.7730148527539695,1.0
26,0.7983094526304808,1.0554409192833503,0.0
27,-0.5205835249940648,3.4169576770084547,1.0
28,-0.10620314326943203,4.561707837571852,1.0
29,0.4738390405584665,3.314439232198284,1.0
30,3.2095244370472713,1.7110428312665433,0.0
31,2.7925341062702795,0.4102312496939722,0.0
32,0.24754492645393134,1.8161967864224577,0.0
33,-0.3378189966385307,2.1364175185363967,1.0
34,-1.0184493682721119,3.8018963956930447,1.0
35,2.532542763814269,0.3507582113686769,0.0
36,-1.0389121081503774,4.3602254124209985,1.0
37,2.3523180022114505,2.233348075585303,0.0
38,-0.3158220041793707,4.094117267517363,1.0
39,-0.27084911014152097,2.436213611463554,1.0
40,2.528444253996134,1.4158482441868259,0.0
41,1.27087415513738,1.865344682573482,0.0
42,3.255482171340559,2.268856784011523,0.0
43,1.0042062245512529,1.3319605230536298,0.0
44,-1.4092235349320719,2.8227796642912297,1.0
45,-0.7778559573526481,3.705004278754831,1.0
46,1.5405039676861747,1.8423833918845078,0.0
47,-0.21062625563515763,2.4864692237917594,1.0
48,1.4569212233035862,1.1892094021805342,0.0
49,-0.8057552849042757,3.533390949462461,1.0
50,2.4004219021535027,1.330616724371088,0.0
