,x,y
0,0.7229996224869459,1.9676873341118901
1,0.9811660601794165,2.157029769415414
2,0.4183781391260466,1.733530441464117
3,0.7180018531947743,1.9011180657197273
4,0.6412890416963742,1.9029506181273474
5,0.00929975496109492,1.3513389789105394
6,0.6877402034662251,1.9155325574776427
7,0.48478340264587627,1.78294940083448
8,0.17511047126155033,1.513266689649932
9,0.1720224883328043,1.5139577972757379
10,0.9087208242080643,2.0998931436357755
11,0.35932772402260027,1.62980923095264
12,0.2710513775621618,1.5806746810439198
13,0.5204200710287461,1.7454732454104622
14,0.2907816492981603,1.6005120509674005
15,0.06503460021180563,1.2866081978710453
16,0.8235139088567766,2.0082116895314193
17,0.46459662159283943,1.7053916980907486
18,0.278557127848563,1.5762613190748787
19,0.0474956299902185,1.3294266678544007
20,0.6630861048527772,1.911783130670172
21,0.4835116134759905,1.707503743031317
22,0.7120839831155884,1.9116790753146047
23,0.2904515832364064,1.6260274835517339
24,0.15360891690657497,1.4862055729772525
25,0.41435308897010115,1.7750453793965297
26,0.03685539583133013,1.3978276316111267
27,0.78696716516361,2.075563253168938
28,0.5688287334256945,1.7801239412075258
29,0.1743707243170719,1.5190486187411816
30,0.003535375044612099,1.3006882874957748
31,0.32112575235482255,1.5993064889185171
32,0.1978404005280675,1.513219521082289
33,0.33719751174797263,1.505984501957987
34,0.2639776641873809,1.6061829175379378
35,0.1473539961598741,1.4396369117731622
36,0.06332644968382362,1.4348917354669992
37,0.36908364584475273,1.5947095175023724
38,0.5729028648389197,1.800694642423572
39,0.44487614392149466,1.7757240565176657
40,0.49463032910090987,1.701522266147558
41,0.6047158197378422,1.9093501600940976
42,0.9510002532480781,2.120338990350071
43,0.28657725685012725,1.5352502609166758
44,0.4345216517945397,1.693565197437274
45,0.13741052450722102,1.4854737573608332
46,0.2662858129989667,1.5401264052072383
47,0.025209904900407643,1.5047923682408963
48,0.8325684097648028,2.032187078920371
49,0.9591860590784044,2.140070768639476
